dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,humidity,rain_1h,rain_3h,weather_id,weather_main,weather_description,weather_icon
1662141600,2022-09-02 18:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,84.36,88.14,60,,,801,Clouds,few clouds,02d
1662145200,2022-09-02 19:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,85.23,88.43,56,,,800,Clear,sky is clear,01d
1662148800,2022-09-02 20:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,86.52,90.64,56,,,802,Clouds,scattered clouds,03d
1662152400,2022-09-02 21:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,85.86,89.47,56,,,800,Clear,sky is clear,01d
1662156000,2022-09-02 22:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,84.22,86.34,54,,,801,Clouds,few clouds,02d
1662159600,2022-09-02 23:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,82.6,85.3,60,,,800,Clear,sky is clear,01d
1662163200,2022-09-03 00:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,78.46,79.2,68,,,800,Clear,sky is clear,01n
1662166800,2022-09-03 01:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,76.44,77.41,77,,,800,Clear,sky is clear,01n
1662170400,2022-09-03 02:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,75.49,76.35,77,,,800,Clear,sky is clear,01n
1662174000,2022-09-03 03:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.73,75.43,75,,,800,Clear,sky is clear,01n
1662177600,2022-09-03 04:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.42,74.08,77,,,800,Clear,sky is clear,01n
1662181200,2022-09-03 05:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.12,72.79,80,,,800,Clear,sky is clear,01n
1662184800,2022-09-03 06:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.01,71.62,81,,,800,Clear,sky is clear,01n
1662188400,2022-09-03 07:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.48,71.13,83,,,800,Clear,sky is clear,01n
1662192000,2022-09-03 08:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.13,69.78,86,,,800,Clear,sky is clear,01n
1662195600,2022-09-03 09:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.95,68.58,88,,,800,Clear,sky is clear,01n
1662199200,2022-09-03 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.44,68.02,88,,,802,Clouds,scattered clouds,03n
1662202800,2022-09-03 11:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.2,68.85,88,,,804,Clouds,overcast clouds,04d
1662206400,2022-09-03 12:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.58,70.29,86,,,804,Clouds,overcast clouds,04d
1662210000,2022-09-03 13:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.09,73.78,78,,,802,Clouds,scattered clouds,03d
1662213600,2022-09-03 14:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.64,75.38,76,0.51,,500,Rain,light rain,10d
1662217200,2022-09-03 15:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,78.62,79.52,71,0.31,,500,Rain,light rain,10d
1662220800,2022-09-03 16:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,81.82,84.92,64,0.3,,500,Rain,light rain,10d
1662224400,2022-09-03 17:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,84.61,90.45,66,1.44,,501,Rain,moderate rain,10d
1662228000,2022-09-03 18:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,83.82,88.3,64,0.2,,500,Rain,light rain,10d
1662231600,2022-09-03 19:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,81.19,84.45,67,,,802,Clouds,scattered clouds,03d
1662235200,2022-09-03 20:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,79.88,79.88,73,0.44,,500,Rain,light rain,10d
1662238800,2022-09-03 21:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,80.85,85.21,75,0.25,,500,Rain,light rain,10d
1662242400,2022-09-03 22:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,80.85,85.21,75,,,801,Clouds,few clouds,02d
1662246000,2022-09-03 23:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,80.22,84.27,77,,,803,Clouds,broken clouds,04d
1662249600,2022-09-04 00:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,77.29,78.62,83,,,804,Clouds,overcast clouds,04n
1662253200,2022-09-04 01:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,75.78,77.05,85,,,801,Clouds,few clouds,02n
1662256800,2022-09-04 02:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.28,75.45,86,,,804,Clouds,overcast clouds,04n
1662260400,2022-09-04 03:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.37,75.45,84,,,803,Clouds,broken clouds,04n
1662264000,2022-09-04 04:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.51,74.55,85,0.19,,500,Rain,light rain,10n
1662267600,2022-09-04 05:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.26,74.37,87,0.11,,500,Rain,light rain,10n
1662271200,2022-09-04 06:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.63,73.72,88,,,804,Clouds,overcast clouds,04n
1662274800,2022-09-04 07:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.77,73.89,88,1.18,,501,Rain,moderate rain,10n
1662278400,2022-09-04 08:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.8,70.81,92,5.89,,502,Rain,heavy intensity rain,10n
1662278400,2022-09-04 08:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.8,70.81,92,5.89,,701,Mist,mist,50n
1662282000,2022-09-04 09:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,66.99,67.95,97,4.16,,502,Rain,heavy intensity rain,10n
1662282000,2022-09-04 09:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,66.99,67.95,97,4.16,,701,Mist,mist,50n
1662285600,2022-09-04 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.12,68.09,97,0.61,,500,Rain,light rain,10n
1662285600,2022-09-04 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.12,68.09,97,0.61,,701,Mist,mist,50n
1662289200,2022-09-04 11:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.93,68.97,97,,,701,Mist,mist,50d
1662292800,2022-09-04 12:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.23,69.31,97,1.1,,501,Rain,moderate rain,10d
1662296400,2022-09-04 13:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.93,71.13,96,,,701,Mist,mist,50d
1662300000,2022-09-04 14:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.5,73.81,93,0.28,,500,Rain,light rain,10d
1662303600,2022-09-04 15:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.36,74.68,91,0.11,,500,Rain,light rain,10d
1662307200,2022-09-04 16:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.89,76.32,90,,,803,Clouds,broken clouds,04d
1662310800,2022-09-04 17:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,77.18,78.64,86,,,800,Clear,sky is clear,01d
1662314400,2022-09-04 18:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,77.22,78.58,84,0.25,,500,Rain,light rain,10d
1662318000,2022-09-04 19:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,77.5,78.91,84,0.25,,500,Rain,light rain,10d
1662321600,2022-09-04 20:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,75.92,77.34,88,,,500,Rain,light rain,10d
1662325200,2022-09-04 21:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,75.81,77.32,90,0.38,,500,Rain,light rain,10d
1662328800,2022-09-04 22:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.88,76.39,92,,,803,Clouds,broken clouds,04d
1662332400,2022-09-04 23:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.81,75.13,90,,,803,Clouds,broken clouds,04d
1662336000,2022-09-05 00:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72,73.17,91,0.57,,500,Rain,light rain,10n
1662339600,2022-09-05 01:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.42,72.59,92,,,701,Mist,mist,50n
1662343200,2022-09-05 02:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.42,72.63,93,,,701,Mist,mist,50n
1662346800,2022-09-05 03:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.37,72.66,95,0.88,,500,Rain,light rain,10n
1662350400,2022-09-05 04:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.29,71.53,96,0.38,,500,Rain,light rain,10n
1662354000,2022-09-05 05:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70,71.2,96,0.23,,500,Rain,light rain,10n
1662357600,2022-09-05 06:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.21,71.4,95,0.25,,500,Rain,light rain,10n
1662361200,2022-09-05 07:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.39,71.6,95,,,701,Mist,mist,50n
1662364800,2022-09-05 08:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.2,71.38,95,,,701,Mist,mist,50n
1662368400,2022-09-05 09:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.3,71.55,96,,,701,Mist,mist,50n
1662372000,2022-09-05 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.94,71.15,96,0.54,,500,Rain,light rain,10n
1662372000,2022-09-05 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.94,71.15,96,0.54,,701,Mist,mist,50n
1662375600,2022-09-05 11:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.94,71.2,97,0.25,,500,Rain,light rain,10d
1662375600,2022-09-05 11:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.94,71.2,97,0.25,,701,Mist,mist,50d
1662379200,2022-09-05 12:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.02,71.28,97,0.25,,500,Rain,light rain,10d
1662379200,2022-09-05 12:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.02,71.28,97,0.25,,701,Mist,mist,50d
1662382800,2022-09-05 13:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.21,71.49,97,0.51,,701,Mist,mist,50d
1662382800,2022-09-05 13:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.21,71.49,97,0.51,,500,Rain,light rain,10d
1662386400,2022-09-05 14:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.83,72.12,96,0.32,,701,Mist,mist,50d
1662386400,2022-09-05 14:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.83,72.12,96,0.32,,500,Rain,light rain,10d
1662390000,2022-09-05 15:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.67,73.06,96,0.57,,500,Rain,light rain,10d
1662390000,2022-09-05 15:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.67,73.06,96,0.57,,701,Mist,mist,50d
1662393600,2022-09-05 16:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.96,73.36,96,0.45,,500,Rain,light rain,10d
1662393600,2022-09-05 16:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.96,73.36,96,0.45,,701,Mist,mist,50d
1662397200,2022-09-05 17:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.86,74.26,94,0.25,,701,Mist,mist,50d
1662397200,2022-09-05 17:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.86,74.26,94,0.25,,500,Rain,light rain,10d
1662400800,2022-09-05 18:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.02,74.39,93,0.51,,701,Mist,mist,50d
1662400800,2022-09-05 18:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.02,74.39,93,0.51,,500,Rain,light rain,10d
1662404400,2022-09-05 19:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.77,74.21,95,0.51,,500,Rain,light rain,10d
1662404400,2022-09-05 19:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.77,74.21,95,0.51,,701,Mist,mist,50d
1662408000,2022-09-05 20:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.72,75.13,92,0.63,,500,Rain,light rain,10d
1662411600,2022-09-05 21:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.05,75.43,91,0.8,,500,Rain,light rain,10d
1662415200,2022-09-05 22:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,74.28,75.69,91,0.52,,500,Rain,light rain,10d
1662418800,2022-09-05 23:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.18,74.53,92,0.69,,500,Rain,light rain,10d
1662422400,2022-09-06 00:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,72.28,73.58,93,1.4,,501,Rain,moderate rain,10n
1662426000,2022-09-06 01:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.4,72.72,95,1.98,,501,Rain,moderate rain,10n
1662426000,2022-09-06 01:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.4,72.72,95,1.98,,701,Mist,mist,50n
1662429600,2022-09-06 02:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.92,72.21,96,0.46,,500,Rain,light rain,10n
1662433200,2022-09-06 03:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.02,71.28,97,,,800,Clear,sky is clear,01n
1662436800,2022-09-06 04:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.57,70.79,97,,,701,Mist,mist,50n
1662440400,2022-09-06 05:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.17,70.34,97,,,701,Mist,mist,50n
1662444000,2022-09-06 06:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.17,70.34,97,0.59,,500,Rain,light rain,10n
1662444000,2022-09-06 06:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.17,70.34,97,0.59,,701,Mist,mist,50n
1662447600,2022-09-06 07:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.97,70.18,98,0.34,,500,Rain,light rain,10n
1662451200,2022-09-06 08:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.95,70.16,98,0.22,,500,Rain,light rain,10n
1662454800,2022-09-06 09:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.5,69.66,98,0.77,,500,Rain,light rain,10n
1662458400,2022-09-06 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.14,69.26,98,0.25,,701,Mist,mist,50n
1662458400,2022-09-06 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.14,69.26,98,0.25,,500,Rain,light rain,10n
1662462000,2022-09-06 11:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.68,68.76,98,,,701,Mist,mist,50d
1662465600,2022-09-06 12:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.53,68.54,97,,,701,Mist,mist,50d
1662469200,2022-09-06 13:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.51,68.52,97,,,701,Mist,mist,50d
1662472800,2022-09-06 14:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.36,69.46,97,0.23,,500,Rain,light rain,10d
1662476400,2022-09-06 15:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.84,70.9,93,0.28,,500,Rain,light rain,10d
1662480000,2022-09-06 16:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.73,72.82,90,0.23,,500,Rain,light rain,10d
1662483600,2022-09-06 17:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.47,74.57,86,0.16,,500,Rain,light rain,10d
1662487200,2022-09-06 18:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,76.59,77.61,78,0.11,,500,Rain,light rain,10d
1662490800,2022-09-06 19:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,78.26,79.41,77,,,802,Clouds,scattered clouds,03d
1662494400,2022-09-06 20:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,76.44,77.65,82,0.25,,500,Rain,light rain,10d
1662498000,2022-09-06 21:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,76.82,78.01,81,0.54,,500,Rain,light rain,10d
1662501600,2022-09-06 22:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,75.02,76.12,83,0.1,,500,Rain,light rain,10d
1662505200,2022-09-06 23:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.13,74.19,86,,,803,Clouds,broken clouds,04d
1662508800,2022-09-07 00:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.6,72.64,89,,,804,Clouds,overcast clouds,04n
1662512400,2022-09-07 01:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.59,71.67,92,,,804,Clouds,overcast clouds,04n
1662516000,2022-09-07 02:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,70.25,71.29,92,,,804,Clouds,overcast clouds,04n
1662519600,2022-09-07 03:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.81,69.76,93,,,804,Clouds,overcast clouds,04n
1662523200,2022-09-07 04:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.58,69.51,93,,,804,Clouds,overcast clouds,04n
1662526800,2022-09-07 05:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.45,69.42,94,,,804,Clouds,overcast clouds,04n
1662530400,2022-09-07 06:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.8,68.76,95,0.51,,500,Rain,light rain,10n
1662534000,2022-09-07 07:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,67.24,68.13,95,0.21,,500,Rain,light rain,10n
1662537600,2022-09-07 08:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,66.9,67.8,96,0.24,,500,Rain,light rain,10n
1662541200,2022-09-07 09:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,66.4,67.21,95,,,804,Clouds,overcast clouds,04n
1662544800,2022-09-07 10:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,65.89,66.6,94,,,804,Clouds,overcast clouds,04n
1662548400,2022-09-07 11:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,65.7,66.43,95,,,804,Clouds,overcast clouds,04d
1662552000,2022-09-07 12:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,65.7,66.38,94,,,701,Mist,mist,50d
1662555600,2022-09-07 13:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,65.77,66.42,93,,,804,Clouds,overcast clouds,04d
1662559200,2022-09-07 14:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,66.83,67.5,91,,,804,Clouds,overcast clouds,04d
1662562800,2022-09-07 15:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,68.88,69.57,87,0.25,,500,Rain,light rain,10d
1662566400,2022-09-07 16:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,69.51,70.16,85,0.16,,500,Rain,light rain,10d
1662570000,2022-09-07 17:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,71.06,71.67,81,0.27,,500,Rain,light rain,10d
1662573600,2022-09-07 18:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,73.78,74.48,77,0.23,,500,Rain,light rain,10d
1662577200,2022-09-07 19:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,75.45,76.14,73,0.16,,500,Rain,light rain,10d
1662580800,2022-09-07 20:00:00 +0000 UTC,-14400,Pittsburgh,40.438661,-79.997235,75.29,75.99,74,0.2,,500,Rain,light rain,10d
